abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,daysOnZillow,lastSoldPrice,latitude,livingArea (sqft),longitude,lotSize,price,yearBuilt,zestimate
12059 Hazeldell Ave,Oregon City,97045,2,4,363,490000,45.32349014,1979,-122.6195908,10018,490000,2003,595900
3504 Chelan Dr,West Linn,97068,2.5,3,360,695000,45.36204529,3268,-122.6461258,6635,695000,1996,844300
1826 Barnes Cir,West Linn,97068,3,4,361,665000,45.35249329,4166,-122.6491165,15681,665000,1990,808100
2176 Buck St,West Linn,97068,2,4,363,464900,45.37136841,2025,-122.6254349,4791,464900,1979,565300
11606 S Salmonberry Dr,Oregon City,97045,2,3,361,475000,45.32656479,1400,-122.6296463,26136,475000,1983,577200
19440 McCord Rd,Oregon City,97045,2,3,362,427500,45.32529068,1294,-122.6150894,10018,427500,1993,519700
19345 Inishbride Ct,Oregon City,97045,2,3,354,434000,45.32806778,1752,-122.6190186,8276,434000,1994,526100
921 Brighton Ave,Oregon City,97045,1,2,339,296800,45.34965515,760,-122.6069717,4791,296800,1948,357900
11680 Filbert Dr,Oregon City,97045,2,3,319,450000,45.32726288,1758,-122.6268463,8008,450000,1998,538500
11592 Geranium Pl,Oregon City,97045,2,3,319,452000,45.32338715,1547,-122.6284485,9583,452000,1999,540900
10673 SE Deer Fern St,Happy Valley,97086,3,4,291,559950,45.45040512,2633,-122.4878082,3920,559950,2017,628300
6595 Park Way,Gladstone,97027,3,5,223,490000,45.39422989,1892,-122.5944977,11402,490000,1975,561000
15507 SE Baden Powell Rd,Happy Valley,97086,3,4,254,654715,45.44526672,2665,-122.5039291,,654715,2020,761500
8735 SE 32nd Ave,Portland,97222,1,3,341,430000,45.4594841,2560,-122.6302338,4791,430000,1925,518900
3222 SE Roswell St,Portland,97222,3,3,339,460000,45.45830154,1688,-122.6297302,6098,460000,1998,554700
564 Hartke Loop,Oregon City,97045,1,3,329,324000,45.34034729,1248,-122.615509,9327,324000,1972,389300
1189 Josephine St,Oregon City,97045,2,3,320,435000,45.33465195,1274,-122.6251068,13503,435000,1978,520800
12451 Locust Farm Ct,Oregon City,97045,3,4,333,542000,45.33596802,2645,-122.6117172,8276,542000,2011,652200
1017 King Rd,Oregon City,97045,2,3,319,475000,45.33811188,1956,-122.6207962,18295,475000,1972,568400
19461 Pease Rd,Oregon City,97045,2,3,332,340000,45.32492828,1136,-122.6142044,11325,340000,1940,409000
19278 S South End Rd,Oregon City,97045,2.5,4,329,450000,45.32743454,1794,-122.6306763,27007,450000,1979,540700
1127 Netzel St,Oregon City,97045,1,3,333,345000,45.33637238,1048,-122.6238403,15681,345000,1959,432300
15101 SE Linden Ln,Milwaukie,97267,1,2,227,318000,45.41379166,744,-122.6380615,7405,318000,1949,384900
19267 Reddaway Ave,Oregon City,97045,3,4,321,450000,45.32628632,2172,-122.6103973,4356,450000,2011,539000
173 Harding Blvd,Oregon City,97045,4,4,329,530000,45.34604645,3794,-122.6048813,13068,530000,1941,636800
16434 SE Sun Ave,Milwaukie,97267,2,4,227,459000,45.40413284,1260,-122.6190796,9583,459000,1964,526600
6026 SE Alder Hill Loop,Milwaukie,97267,3,3,227,500000,45.41731644,2418,-122.6034927,11325,500000,1978,573700
19351 Reddaway Ave,Oregon City,97045,3,3,325,440000,45.32510757,1677,-122.6085739,3920,440000,2007,527800
15575 SE McAllister Ct,Milwaukie,97267,3,4,228,482000,45.40978241,2193,-122.63517,11325,482000,1989,553300
116 Barker Rd,Oregon City,97045,2,3,335,335000,45.34133148,1696,-122.6217346,17859,335000,1963,404000
191 Canemah Ct,Oregon City,97045,2,4,349,420000,45.34202194,1248,-122.6120911,7840,420000,1972,508300
3715 SE Spaulding Ave,Milwaukie,97267,3,4,228,485000,45.41207886,1998,-122.6243515,8712,485000,2013,556800
16711 SE Ladd Ct,Milwaukie,97267,3,4,229,434900,45.40265656,2060,-122.6309357,8712,434900,1977,499500
992 S End Rd,Oregon City,97045,3,4,362,413000,45.33901596,2118,-122.6232224,10890,413000,1973,502100
15675 SE Hanwood Ln,Milwaukie,97267,3,5,231,535000,45.40977478,4002,-122.6481171,15681,535000,1961,615100
19576 Central Point Rd,Oregon City,97045,3,4,350,499000,45.32290268,2317,-122.6228409,6969,499000,2018,604100
3411 SE Naef Rd,Portland,97267,4,5,231,799000,45.39860916,2707,-122.627739,43560,799000,1938,918700
4745 SE View Acres Rd,Milwaukie,97267,2.1,3,234,400000,45.41828537,1887,-122.6148758,14810,400000,1989,460600
12644 Ross St,Oregon City,97045,3,4,357,430000,45.32447815,2015,-122.6082153,3750,430000,2006,521800
4800 SE Hill Rd,Milwaukie,97267,2,5,234,572000,45.41873169,2033,-122.6140823,24829,572000,1942,658700
14437 SE Hillgrove Ct,Milwaukie,97267,3,3,235,430000,45.41798401,1632,-122.6259766,8276,430000,1972,495400
4521 SE Naef Rd,Portland,97267,,,236,198500,45.4047699,,-122.6165771,,198500,,228800
1185 Netzel St,Oregon City,97045,3,3,363,411000,45.3347435,2120,-122.6238174,10890,411000,1976,499800
4385 SE Danica Ct,Milwaukie,97267,3,4,237,535000,45.41677856,2356,-122.6179047,10018,535000,2013,620400
11536 Shelby Rose Dr,Oregon City,97045,3,4,361,470000,45.32949066,2040,-122.6296463,10454,470000,1999,571200
15525 SE Creswain Ave,Milwaukie,97267,2,3,243,460000,45.41052246,1428,-122.6415787,10454,460000,1968,532100
1135 SE Dohn Ct,Milwaukie,97267,3,4,245,399900,45.41816711,1640,-122.6521988,7405,399900,1979,463100
18754 Conifer Dr,Oregon City,97045,2,3,304,413000,45.33507919,1446,-122.6316452,10018,413000,1975,503100
118 Jersey Ave,Oregon City,97045,1,3,360,330000,45.34793472,996,-122.6049805,4791,330000,1970,400900
14528 SE Woodland Way,Milwaukie,97267,3,6,245,440000,45.41770172,2360,-122.6339874,9147,440000,1996,509500
11314 Legato Dr,Oregon City,97045,3,4,361,552000,45.32479095,2418,-122.6325684,10890,552000,2003,670800
212 East St,Oregon City,97045,1,2,318,330000,45.34983826,974,-122.6019135,4791,330000,1910,394800
14523 SE Upper Aldercrest Dr,Milwaukie,97267,2,4,245,450000,45.41776657,2096,-122.6038208,13503,450000,1955,521100
18770 Rip Tide St,Oregon City,97045,3,3,319,425000,45.33343887,1858,-122.6068344,3049,425000,2008,508600
13119 Carmelita Pl,Oregon City,97045,3,4,321,480000,45.32598114,2103,-122.6027908,8276,480000,2001,574900
5325 SE Thiessen Rd,Portland,97267,2,3,250,366000,45.41498566,1360,-122.6080246,17424,366000,1960,424900
18760 Cook St,Oregon City,97045,2,3,360,350000,45.33495712,1968,-122.6278381,10363,350000,1975,425200
293 Amanda Ct,Oregon City,97045,3,3,327,514190,45.33882523,2254,-122.628006,13068,514190,1991,617300
4546 SE Danica Ct,Milwaukie,97267,3,4,252,510000,45.41724014,2078,-122.6162796,8712,510000,2012,592600
11334 Brandow St,Oregon City,97045,2,3,328,349900,45.33050919,1669,-122.633667,7840,349900,1999,524000
16205 SE River Rd,Milwaukie,97267,1,2,256,405000,45.4053421,2009,-122.6405487,18295,405000,1946,471500
918 Clearbrook Dr,Oregon City,97045,2,3,328,422500,45.34262085,1622,-122.6179733,8712,422500,1993,507500
16246 SE Rayna Ct,Milwaukie,97267,2,4,256,505000,45.40589523,1868,-122.6172028,7840,505000,1989,587900
14323 SE Fairoaks Ave,Milwaukie,97267,2,3,256,570000,45.41905212,3042,-122.6510544,18295,570000,1950,663600
210 Washington St,Oregon City,97045,1,2,334,268000,45.35262299,900,-122.6079483,7405,268000,1912,322600
12142 Salmon Ct,Oregon City,97045,2,3,339,459000,45.32796478,1837,-122.6153488,10018,459000,2001,553500
11305 Maywood Ct,Oregon City,97045,2,3,334,455000,45.33103943,2177,-122.6347809,7840,455000,2000,547700
130 Park Dr,Oregon City,97045,2,3,342,475000,45.34407043,2977,-122.606308,17424,475000,1954,573400
636 Hartke Loop,Oregon City,97045,1,3,336,365000,45.33971024,1304,-122.6115952,8276,365000,1971,439700
5330 SE Hill Rd,Milwaukie,97267,2,5,266,575000,45.41548538,2964,-122.6080017,16552,575000,1956,672800
12603 Joseph Way,Oregon City,97045,2.5,3,336,20000,45.32611465,1791,-122.6088867,4423,20000,2011,485000
2525 SE Ada Ln,Milwaukie,97267,1,3,266,365000,45.41083145,1082,-122.6380386,8712,365000,1969,427100
502 S Center St,Oregon City,97045,2,3,340,500000,45.34824371,2267,-122.6133575,59677,500000,1980,603100
2401 SE Oak Grove Blvd,Milwaukie,97267,3,3,269,409900,45.4162674,1676,-122.6390152,11325,409900,1994,480200
17936 Oatfield Rd,Gladstone,97027,3,3,221,450000,45.39347076,1843,-122.5916519,7405,450000,2016,514700
15523 SE River Forest Dr,Milwaukie,97267,1.5,5,269,638000,45.41061401,2640,-122.6560593,21000,638000,1929,747500
19443 Aspen Ridge Ct,Oregon City,97045,3,5,354,678000,45.32432556,3517,-122.6265488,10018,678000,2015,821900
15717 SE Orville Ave,Milwaukie,97267,3,4,270,479900,45.40932465,1654,-122.6293793,13503,479900,1947,562500
405 S 2nd St,Oregon City,97045,2,3,360,384000,45.35128403,1480,-122.6124496,4356,384000,1977,466500
15767 SE Ruby Dr,Milwaukie,97267,2,3,272,420000,45.40902328,1326,-122.6415939,14810,420000,1979,492700
14587 SE Wallowa Way,Happy Valley,97086,3,4,291,550000,45.45693207,2567,-122.513092,6969,550000,2000,650600
19390 Orchard Grove Dr,Oregon City,97045,2,3,363,489900,45.32455826,1976,-122.6161575,10018,489900,2003,595700
520 Landon St,Gladstone,97027,2,3,220,385000,45.38769913,1488,-122.5913696,6534,385000,1972,440100
3096 SE Riesling Rd,Milwaukie,97267,3,4,272,515000,45.40802765,2701,-122.6315308,5227,515000,2004,604200
2010 SE Sky View Ct,Portland,97267,3,3,273,475000,45.40792465,2488,-122.6439514,10018,475000,1977,557500
14835 SE River Forest Dr,Milwaukie,97267,2,3,276,895000,45.41572189,1424,-122.6546249,16994,895000,1970,1051800
299 E Hereford St,Gladstone,97027,2,3,255,411500,45.38368988,2486,-122.5931015,4791,411500,1925,478900
14576 SE Loren Ln,Milwaukie,97267,3,4,277,625000,45.41706085,3047,-122.6037903,13503,625000,1999,734800
15318 SE Olive Ave,Portland,97267,1,2,280,389900,45.41225815,1122,-122.6259918,15245,389900,1956,459000
5220 SE Meldrum Ave,Milwaukie,97267,2,4,208,400000,45.38729477,2199,-122.6088867,6534,400000,1930,452400
14525 SE Fairoaks Ave,Portland,97267,1,3,283,367500,45.41789246,1246,-122.6510239,7405,367500,1961,433200
17345 SE Todd Ln,Gladstone,97027,3,3,208,452500,45.39798355,2080,-122.5787354,9956,452500,1978,514000
3623 SE Hager Ln,Milwaukie,97267,2,4,284,516000,45.41770935,2222,-122.6255951,19166,516000,1945,608500
14311 SE Webster Rd,Milwaukie,97267,2,4,285,510000,45.41928864,3145,-122.5937958,15245,510000,1930,601700
3500 SE McCartney Ln,Portland,97267,3,4,286,749900,45.41520309,2345,-122.6268768,8276,749900,2015,885100
15286 SE Baden Powell Rd,Happy Valley,97086,3,4,249,539900,45.44217682,2306,-122.5069427,3484,539900,2020,626400
701 SE River Forest Rd,Milwaukie,97267,2,4,290,502000,45.41216278,1656,-122.6549835,8712,502000,1973,593500
14499 SE Creekside Dr,Milwaukie,97267,3,4,297,632000,45.41764832,3174,-122.5988312,11761,632000,1998,749500
5632 SE Ancona Ct,Milwaukie,97267,3,4,299,440000,45.41722488,2135,-122.6066437,10018,440000,1978,522300
15940 SE Arista Dr,Milwaukie,97267,2,4,299,395000,45.40764236,1349,-122.6341248,10018,395000,1976,468900
2602 SE Walnut St,Milwaukie,97267,1,2,299,325000,45.41875076,804,-122.636528,4356,325000,1950,385800
16059 SE Pinot Rd,Milwaukie,97267,3,3,300,502000,45.40681458,1912,-122.6314087,5662,502000,2010,596100
15111 SE East Ave,Milwaukie,97267,2,3,305,395000,45.4132843,1871,-122.6328659,14810,395000,1935,470000
832 SE River Forest Ct,Milwaukie,97267,4,4,306,920000,45.40942764,3775,-122.6539383,15681,920000,1991,1095100
15113 SE Oatfield Rd,Milwaukie,97267,2,3,311,393000,45.41317749,1246,-122.6244659,9147,393000,1969,468800
15115 SE Lee Ave,Milwaukie,97267,1,3,311,342500,45.41326904,1918,-122.6434097,19602,342500,1930,408000
12956 Se Creekside,Happy Valley,97267,3,3,311,455000,45.41667557,1815,-122.5985947,,455000,,542700
2518 SE Laurel St,Milwaukie,97267,2,3,313,395000,45.41728592,1452,-122.6368332,5227,395000,1947,471500
3303 SE Vineyard Rd,Portland,97267,1,3,315,339000,45.40327454,1212,-122.6290054,9583,339000,1964,405000
4516 SE Concord Rd,Milwaukie,97267,3,5,360,465000,45.41365814,2600,-122.6166458,8712,465000,1963,564900
3224 SE Concord Rd,Milwaukie,97267,2,3,318,455000,45.40784073,2450,-122.6290817,10890,455000,1910,544300
14865 SE River Rd,Milwaukie,97267,1,2,360,362000,45.41513062,2160,-122.6461945,26136,362000,1930,535800
4220 SE Risley Ave,Milwaukie,97267,3,4,360,492000,45.41662598,2000,-122.6186371,15245,492000,2012,597700
14465 SE Hillgrove Ct,Portland,97267,3,4,339,430000,45.41796875,1988,-122.6249084,10890,430000,1972,518500
15251 SE La Bonita Way,Portland,97267,3,4,327,450000,45.41268158,2288,-122.6175613,10018,450000,1960,540300
13048 SE Ridgecrest Rd,Happy Valley,97086,3,4,360,526000,45.4536438,2292,-122.5291061,27442,526000,1961,639000
14842 SE Arista Dr,Milwaukie,97267,3,4,354,434500,45.41582108,1552,-122.6411743,5662,434500,2010,526700
14283 SE Vista Ln,Milwaukie,97267,3,3,360,640000,45.41901016,3445,-122.6104126,11761,640000,2004,777500
14908 SE Cedar Ave,Milwaukie,97267,1,1,333,255000,45.41530228,784,-122.6437759,13939,255000,1930,316000
1645 SE Oak Shore Ln,Milwaukie,97267,5,3,325,927855,45.40415955,3300,-122.6444473,32670,927855,1996,1287900
14335 SE Trilva Jean Ct,Milwaukie,97267,3,3,319,440000,45.41945267,1885,-122.6191711,7405,440000,1986,532700
14875 SE Linden Ln,Milwaukie,97267,2,3,332,222000,45.41561127,1414,-122.6379318,7643,222000,1976,267000
14355 SE Bunnell St,Milwaukie,97267,2,3,341,385000,45.41897583,1008,-122.6390991,4791,385000,1980,464600
13517 SE Rolling Meadows Ct,Happy Valley,97086,2,4,272,474000,45.44353867,2230,-122.5240555,7021,474000,1998,558600
15900 SE River Rd,Portland,97267,2,3,361,419000,45.40822983,1753,-122.6447983,10454,419000,1976,509200
3239 SE Deswell St,Milwaukie,97267,1.5,3,329,350000,45.39958572,1353,-122.6296997,7694,350000,1959,420500
14607 SE Creekside Dr,Milwaukie,97267,2,3,249,449900,45.41706848,1833,-122.5971375,8712,449900,1996,522200
2541 SE Mulberry Dr,Milwaukie,97267,2,3,332,222000,45.40116501,1800,-122.6368027,8712,222000,1961,267000
14520 SE Wagner Ln,Milwaukie,97267,3,4,280,494000,45.41733551,2374,-122.6525803,5227,494000,2003,581600
15110 SE Arista Dr,Milwaukie,97267,1,3,320,350000,45.41378021,960,-122.6412125,7405,350000,1976,419000
2904 SE Vineyard Rd,Milwaukie,97267,2,3,325,482904,45.40158844,1560,-122.6326828,10018,482904,1969,579300
3248 Wild Rose Loop,West Linn,97068,3,3,325,445000,45.36248016,1807,-122.643425,2613,445000,2001,533800
8396 Cason Rd,Gladstone,97027,2,3,355,380000,45.39284515,1556,-122.5769501,11761,380000,1970,460800
3097 SE Riesling Rd,Milwaukie,97267,3,3,360,475000,45.40835953,2382,-122.6318283,5662,475000,2004,577100
14235 SE Upper Aldercrest Dr,Milwaukie,97267,2,3,362,475000,45.41953659,2184,-122.6064606,13503,475000,1924,577400
2709 SE Oak Grove Blvd,Milwaukie,97267,2,3,353,405000,45.41605377,1562,-122.6358109,6359,405000,2003,490800
16600 SE Blanton St,Milwaukie,97267,3,4,321,320000,45.40363312,3021,-122.6334534,23086,320000,1900,383300
15568 SE Wildwood Ct,Portland,97267,3,3,349,495000,45.41083145,2464,-122.6357346,11761,495000,1978,599000
3695 SE Risley Ave,Milwaukie,97267,2,3,333,387000,45.41381073,1294,-122.6249771,8712,387000,1977,465700
6327 SE Jordan Ave,Portland,97222,1,3,59,480000,45.45290375,996,-122.5972748,7567,480000,1971,496900
8930 SE 39th Ave,Portland,97222,1,3,356,366300,45.45798492,1552,-122.6222458,13886,366300,1925,444400
14409 SE Cedar Ave,Milwaukie,97267,1,3,357,407000,45.41905212,2004,-122.6445618,10454,407000,1906,489700
4580 SE Danica Ct,Milwaukie,97267,3,4,342,475000,45.41736984,2313,-122.6160965,8712,475000,2012,573400
15568 SE Wildwoods Ct,Portland,97267,3,3,349,495000,45.41083527,2464,-122.6357346,11761,495000,1978,599000
1234 SE River Forest Ln,Milwaukie,97267,4,5,321,1207960,45.40733337,4940,-122.6504745,45738,1207960,1927,1446800
14515 SE Hill Ct,Portland,97267,1,2,328,365000,45.41817856,864,-122.6118546,12000,365000,1940,438400
3275 SE Rockwood St,Portland,97222,1,2,356,339000,45.45396423,864,-122.6290817,5662,339000,1956,411300
4961 SE La Mesa Way,Milwaukie,97267,2,3,320,459900,45.41453552,1699,-122.6126328,9583,459900,1970,551700
2709 SE Boyd St,Portland,97222,2,4,350,399000,45.45806122,2068,-122.6353531,18730,399000,1913,483000
9509 SE Wichita Ave,Portland,97222,2,4,355,645000,45.45409012,3265,-122.6014557,30056,645000,1932,782200
3800 SE Filbert St,Portland,97222,1,2,336,385000,45.45565414,1356,-122.6238403,13068,385000,1949,463700
15243 SE El Camino Way,Portland,97267,2,3,353,441000,45.41246414,1547,-122.6123581,10018,441000,1970,534400
4477 SE Rockwood St,Portland,97222,1,3,333,385000,45.45453644,1041,-122.6167374,16988,385000,1973,482300
4209 SE Concord Rd,Milwaukie,97267,2,3,334,485000,45.41297913,1986,-122.6194992,10007,485000,2003,549400
4440 SE Mark Kelly Ct,Milwaukie,97267,3,3,343,396000,45.40729141,2118,-122.6188278,8712,396000,1972,478200
4112 SE Risley Ave,Milwaukie,97267,3,3,318,627000,45.41508102,2159,-122.6209259,31798,627000,1960,713100
15713 SE Arista Dr,Milwaukie,97267,2,4,362,455000,45.40877533,2839,-122.6373596,7840,455000,1910,553100
4710 SE View Acres Rd,Portland,97267,2,4,342,445000,45.4180336,2942,-122.6140823,19602,445000,1956,643400
6490 SE May St,Milwaukie,97222,2,3,348,349000,45.4547348,1296,-122.596199,10018,349000,2008,421100
12665 SW Sorrel Dock Ct,Tigard,97223,2,3,7,568300,45.44112015,2083,-122.8068771,6010,568300,1989,571469
(Undisclosed Address),Tigard,97223,3,4,8,710000,,3138,,6098,710000,2013,758128
7933 SW Whitfurrows Ct,Portland,97224,3,3,338,740000,45.39532852,2995,-122.7587967,9425,740000,2005,844052
7968 SW Whitfurrows Ct,Portland,97224,3,3,338,525000,45.39518738,1957,-122.7593384,9583,525000,1978,598820
22608 SW Cowlitz Dr,Tualatin,97062,3,3,9,614800,45.35549164,2695,-122.7927322,4791,614800,2004,661131
21320 SW Iroquois Dr,Tualatin,97062,3,5,,619400,45.36582947,2632,-122.7625961,8276,649900,1980,703887
23689 SW Voss Pl,Sherwood,97140,3,3,331,475000,45.34856415,1861,-122.8642349,6098,475000,1995,540738
15103 SW Gingko Ct,Sherwood,97140,3,5,337,530000,45.3495369,2864,-122.8322067,7840,530000,1995,604355
10316 SW Whitebark Ln,Tualatin,97062,3,4,329,565000,45.35255432,2981,-122.7823639,4356,565000,2006,642836
10300 SW Moratoc Dr,Tualatin,97062,3,4,340,631124,45.36693573,2955,-122.7831573,9583,631124,1987,720267
17223 SW 119th Pl,King City,97224,3,3,305,339900,45.39530182,1527,-122.7999496,1742,339900,2015,384057
16767 SW Romeo Ter,King City,97224,3,3,331,370000,45.39848328,1472,-122.817543,2613,370000,2012,421206
11650 SW King George Dr,King City,97224,1,2,339,275500,45.41003799,779,-122.7967072,3920,275500,1964,314325
13614 SW Capulet Ln,King City,97224,3,3,338,417000,45.39913177,1642,-122.816597,3484,417000,2011,475634
11975 SW Queen Elizabeth St,King City,97224,1,2,331,330000,45.40726089,1160,-122.8002625,3920,330000,1964,375670
16675 SW Queen Mary Ave,King City,97224,1,2,329,340000,45.39997101,1178,-122.8032455,3920,340000,1966,386839
13335 SW Ute St,Tualatin,97062,2,3,345,414500,45.38879395,1550,-122.8147812,5662,414500,1997,473703
20649 SW Siletz Ct,Tualatin,97062,3,3,339,450000,45.37004852,2348,-122.7703629,7840,450000,1986,519122
8728 SW Pamlico Ct,Tualatin,97062,3,4,339,540000,45.36621857,2388,-122.7664871,8276,540000,1978,616100
9029 SW Siletz Dr,Tualatin,97062,3,3,339,457000,45.36948395,1691,-122.7700195,7405,457000,1985,521259
20259 SW 70th Ave,Tualatin,97062,3,4,336,470000,45.37339783,1900,-122.7492981,7405,470000,1980,535789
10363 SW Pueblo St,Tualatin,97062,2,3,336,415000,45.39058685,1270,-122.7831421,6969,415000,1987,473090
20945 SW Willapa Ct,Tualatin,97062,2,3,336,425000,45.36823273,1376,-122.7736893,7840,425000,1977,484490
19265 SW 46th Ave,Tualatin,97062,2.5,3,333,325000,45.38050079,3114,-122.725441,11181,325000,1990,793660
