zpid,bathrooms,bedrooms,daysOnZillow,lastSoldPrice,livingArea (sqft),lotSize,priceHistory/0/price,priceHistory/2/price,yearBuilt,zestimate
53959026,3,4,11,512000,2724,9583,512000,479000,1982,512355
53963177,2,3,14,404200,1150,7000,404200,128900,1967,397479
53978110,2,3,25,478200,2036,6969,478200,265000,1978,481241
300097054,2,4,26,530000,1947,4791,530000,480000,2018,532813
67570314,3,3,12,389200,1548,5009,419900,221900,2006,459426
176566127,3,3,41,550000,2209,5227,550000,589999,2017,557448
53891971,3,4,17,457800,2838,6480,490300,490300,1958,538007
300095707,4,4,43,600000,3180,4791,600000,550000,2018,608559
53850713,2,3,76,380000,1248,7840,380000,359000,1968,390274
53969688,1,3,75,330000,1288,9147,330000,330000,1969,338795
53825178,3,3,53,465000,1772,11324,465000,343000,1974,473409
53840437,1,3,109,387000,1328,6969,387000,350000,1962,402454
119267614,3,4,176,690000,3792,15245,690000,650000,2013,734135
176566331,3,5,204,516400,2892,,516400,516400,2020,556402
53873446,1,3,74,370000,946,6969,370000,339900,1964,379716
53964704,2,3,74,412000,1770,7405,412000,390000,1968,422819
53829618,3,4,74,220000,1976,7925,220000,311913,1976,462293
53828352,1,3,76,235000,1126,8199,235000,185000,1965,241353
53939802,1,3,76,318000,864,6969,318000,146800,1962,326597
53901851,1,3,11,206000,1224,7500,2495,103000,1965,221957
53873432,1,3,76,360000,946,7405,360000,329900,1963,374868
53964796,2,3,76,440000,1672,10890,440000,424950,1971,451896
53828346,2,6,78,350000,1794,7000,350000,,1965,441205
67407570,3,4,203,420000,2281,4791,420000,414999,2005,446993
53907816,1,3,78,345000,890,6969,345000,325000,1963,354593
53970268,2,3,82,225500,1280,7094,225500,,1980,232117
61810657,2,3,202,450000,1717,7840,450000,437900,2004,484523
53956096,1,3,83,288250,1160,6969,288250,279000,1973,296820
53945326,2,3,83,383000,1500,9435,383000,410000,1954,394388
300096983,3,4,197,508000,2448,5227,508000,499000,2018,546027
53951317,2,3,83,175000,1112,7392,175000,125000,1985,180203
53963469,1,3,83,362000,912,8712,362000,349900,1956,372763
53945364,1,3,83,292600,1380,8276,292600,290000,1967,301300
53931827,2,3,88,365000,1420,10890,365000,365000,1947,436492
71243819,2,4,197,642000,2733,17424,642000,638900,2007,690058
53956334,1,4,88,386000,1386,6969,386000,369900,1968,401167
53951507,2,3,88,525000,2086,8712,525000,495000,1986,541623
53931801,1,3,88,320000,960,6098,320000,320000,1957,330132
53988111,3,4,195,459500,2066,10018,459500,469500,1976,493551
53820731,3,3,88,470000,2064,11325,470000,429000,1984,484881
54006245,1,2,194,300000,1224,80150,300000,,1954,559141
53842651,2,4,95,415000,2016,6969,415000,389900,1963,429264
53216789,3,4,95,420000,1504,9147,420000,410000,2000,434436
53964807,2,4,95,430000,1780,8712,430000,419900,1972,444779
68350851,3,4,190,500000,2987,5227,500000,499900,2006,536104
53935721,2,4,97,416900,2337,10018,416900,414900,1964,431552
53939774,3,4,97,438000,2431,11325,438000,435000,1960,453394
53971032,4,5,98,595000,3500,13068,595000,595000,1989,616374
53912138,1,3,102,353700,1200,8276,353700,325000,1956,366817
53932927,1,2,103,396800,1000,8210,396800,1325,1974,411670
53877879,1,3,103,400000,1176,7840,400000,400000,1968,414990
53951456,2,3,104,502183,1974,6969,502183,480000,1987,521197
53919192,2,4,104,419000,1609,7405,419000,379900,1955,434865
53837041,2,3,105,437500,1662,9147,437500,395000,1957,454235
53991093,3,5,186,455000,2182,5662,455000,450000,1999,485841
53813944,1,2,106,355000,777,7405,355000,324999,1956,370247
53959552,2,4,106,420000,1810,7200,420000,399890,1974,436229
53944834,3,4,109,435000,2980,6969,435000,449900,1973,452370
79895620,3,2,109,309000,1122,2178,309000,84000,2007,321339
53932974,1,3,109,340100,912,7405,340100,329900,1962,353681
119258588,3,,110,545000,2583,5002,545000,1631363,2015,566998
53837031,2,3,111,415000,1800,8276,415000,340000,1957,431929
88965036,5,5,182,610000,4411,5227,610000,619000,2008,650415
333113766,2,4,19,165000,2106,6969,629900,,2021,668484
53848330,1,3,117,325000,1032,7300,325000,,1969,339099
53988019,1,3,123,325000,960,8276,325000,310000,1958,339943
53960438,2,4,130,395000,1316,8276,395000,345000,1971,413125
53877870,2,3,132,378500,1156,6969,378500,363000,1969,396200
53838539,2,4,131,300000,1888,7405,300000,300000,1961,313897
53931811,4,8,144,590000,3300,21780,590000,574900,1997,620640
53978455,3,5,144,415000,2160,9583,415000,425000,1956,436390
53877840,2,4,145,387550,2004,7405,387550,375000,1972,407676
53933059,2,4,145,187500,1474,8900,187500,214900,1966,422059
68351283,3,4,176,459000,2548,6534,459000,469000,2006,488360
53842666,1,3,186,349900,988,7405,349900,349900,1964,373617
53846956,2,4,182,396000,1910,10454,396000,379900,1972,422236
53908220,2,4,183,283000,1488,7200,283000,,1966,301858
53846958,2,3,186,362000,1664,8712,362000,349500,1973,386537
53846925,2,4,190,345000,1424,8295,345000,139450,1972,369912
53939770,2,3,188,289900,1901,7405,289900,289900,1958,309772
58473563,3,4,189,508000,2858,6534,508000,508000,2003,543017
53827986,2,3,195,370000,1647,8712,370000,362900,1976,397419
53819718,2,3,197,380000,1480,7405,380000,359900,1970,408445
53963453,1,3,202,343000,912,9147,343000,320000,1956,369314
53931755,2,3,207,330000,1272,10018,330000,325000,1948,355932
53956084,2,4,209,391000,1736,6969,391000,375000,1974,422018
54004600,2,3,214,330000,1568,15245,330000,329900,1996,356302
53846973,3,3,215,378500,1788,14810,378500,375000,1973,409375
300094352,1,,218,300000,1224,8160,300000,143500,1956,368833
53949143,2,4,222,366500,1445,9147,366500,359000,1956,397358
53845301,2,3,221,335000,1014,6969,335000,329900,1958,378982
53890486,2,3,224,374900,1903,7840,374900,374900,1971,406747
89802257,4,3,228,540000,2736,8276,540000,534900,2015,586649
53840541,3,3,228,427000,1835,7405,427000,425000,1992,463887
2146987197,1.5,2,230,267000,1200,1500,267000,279990,2007,290249
54004546,2,4,231,386000,1972,11325,386000,384900,1948,419744
55733102,3,3,230,490000,2011,5662,490000,499000,2002,532667
53877850,2,5,230,408000,1717,7405,408000,369900,1966,443527
54009876,3,4,228,470000,2726,6534,470000,469999,2002,506830
53896409,3,4,231,385000,1948,6970,385000,380000,1980,418657
53898363,1,3,231,347900,1410,10018,347900,347900,1958,378314
53951595,3,4,232,469900,2326,7405,469900,465000,1988,511141
53901584,2,4,238,360000,2143,6969,360000,357000,1973,392341
53865506,2,4,238,349000,1388,9147,349000,349900,1984,380353
119267551,3,3,238,397500,1830,2613,397500,399999,2015,433210
53850643,2,3,244,340000,981,7840,340000,345000,1966,371250
53834956,3,3,251,399900,1948,6969,399900,409900,1987,437625
70513941,1,2,251,190000,1000,7840,190000,90000,1942,324086
53846931,2.5,3,245,173000,2800,11000,173000,225000,1972,537166
53819758,2,3,263,335000,1508,8712,335000,325000,1969,418894
53814079,3,4,264,425000,2365,7840,425000,399900,1991,466994
53953791,1,1,266,300000,1582,23600,300000,,1948,329848
53819760,1,3,264,338000,1371,8712,338000,338000,1969,371398
53970259,2,4,273,380000,1534,7405,380000,359900,1980,417529
53836546,2,4,279,396000,2176,8712,396000,399900,1972,436034
53940671,2,3,274,377000,1608,7840,377000,370000,1978,414380
53932959,2,3,279,350000,936,9147,350000,329950,1973,385384
53901569,3,3,291,375000,2121,7405,375000,369950,1971,414625
53856609,2,3,305,326000,1067,13503,326000,300000,1945,362054
53963424,1,3,312,339000,928,10454,339000,325000,1956,377299
53819682,1,3,316,325000,1058,6969,325000,315000,1969,362161
53848284,2,3,319,345000,1368,7405,345000,345000,1965,385436
53963412,2,3,319,345000,1394,8712,345000,335000,1956,385330
53949137,1,3,326,285000,912,9147,285000,285000,1956,375795
53912139,2,4,326,358000,1584,8276,358000,345000,1956,400621
53838616,2,3,328,388900,1829,7405,388900,388900,1970,435439
53949321,1,2,330,600000,828,19498,600000,,1954,310170
53963420,2,4,340,11000,1572,10000,11000,,1956,407699
53907822,1,3,336,320000,1335,7840,320000,249900,1964,359083
53890480,2,3,340,372700,1354,7840,372700,365000,1972,418680
61808431,2,3,340,332000,1074,3485,332000,335000,2003,372959
53871900,2,3,340,340000,1400,7840,340000,324900,1975,381946
53822641,2,3,337,365000,1742,7700,365000,225000,1973,409692
53814223,3,4,335,448900,1934,12196,448900,449900,1997,503588
53935701,2,3,337,350000,988,7405,350000,324900,1966,392855
53918647,1,3,333,355000,1450,6098,355000,349977,1956,398029
53995789,1,4,333,333768,1108,6534,333768,330000,1952,374224
53953916,2,4,333,450000,2289,8276,450000,439000,1997,504544
2078625887,1,4,333,333768,1108,6534,333768,,1952,374224
58472349,1,3,341,321000,1093,8276,321000,309900,1959,360701
53822659,2,4,329,385000,1608,7405,385000,375000,1973,406005
53877864,1,3,328,316000,994,6969,316000,309900,1966,353815
53970264,2,2,341,305000,1412,6969,305000,339900,1982,342722
54008213,2,3,343,365000,1585,5662,365000,369900,2001,410369
53877824,1,3,343,310000,858,7405,310000,309500,1972,348532
53932957,2,3,342,326000,1252,10890,326000,310000,1973,406101
53824365,2,3,327,325000,1416,7405,325000,329900,1958,363792
119112859,3,4,343,373000,1641,3484,373000,359900,2014,418985
53846938,3,3,327,515000,2016,13503,515000,475000,1976,576471
53959487,2,3,327,319000,1803,7840,319000,315000,1963,357076
53959500,1.5,3,326,340000,1309,7030,340000,,1964,380478
53939780,1,3,326,300000,864,8712,300000,285000,1962,359780
53907791,2,3,326,325500,1276,8276,325500,319000,1962,399154
53836585,2,3,326,325000,1184,7840,325000,329500,1972,363692
53828384,2,4,322,372500,1168,9147,372500,379900,1965,416388
53960493,1,3,319,325000,1228,6969,325000,318800,1973,363092
53918544,2,3,321,320000,1107,7405,320000,295000,1956,357604
53992352,2,3,319,300000,1054,8500,300000,,1979,376974
53814076,3,4,322,454000,1958,7840,454000,449000,1990,507491
53834904,3,3,316,380000,1432,8712,380000,349900,1984,423450
53978458,1,3,316,329000,1348,9147,329000,329000,1956,366619
53814114,3,5,313,502000,3121,7405,502000,499900,1987,558886
54004773,2,3,319,345500,1220,6969,345500,325000,1963,385888
119258368,3.5,,319,232500,2468,6000,232500,162500,2013,532694
53995719,3,4,309,384000,1872,10018,384000,379000,1958,426991
53850648,2,3,306,225000,1070,8140,225000,,1960,249960
53959547,2,3,306,379900,1616,7840,379900,379900,1974,422044
53822661,2,3,307,300000,1564,7405,300000,309900,1973,333382
53954630,2,3,306,355000,1406,7405,355000,344900,1966,394382
53975390,2,3,305,263000,1556,16988,263000,265000,1952,292086
53969707,1,3,301,320000,1122,7405,320000,312500,1969,354955
53907806,1,3,301,320000,1209,12196,320000,307000,1971,354955
53864908,3,3,301,410000,1760,6969,410000,415000,1986,454786
61788230,2,3,301,410500,1690,6534,410500,399950,2003,455341
53951512,2,3,299,470000,2124,12632,470000,479950,1986,521021
53954642,2,3,299,370000,1374,6969,370000,360000,1967,410165
53908221,2,4,298,385000,1829,8300,385000,,1964,426663
53838585,1,3,295,350000,1246,7840,350000,329900,1962,387491
53834664,3,4,298,422000,1988,8712,422000,400000,1967,467667
53959531,2,3,294,365000,1916,8712,365000,365000,1967,403965
53836506,2,4,288,385000,1688,,385000,379900,1972,425263
53928721,3,3,291,378000,1770,5662,378000,380000,2000,417942
53834924,2,4,288,425000,2100,,425000,410000,1983,469446
53918655,1,2,284,275000,684,7405,275000,275000,1950,303337
53848412,3,4,279,390000,1989,7405,390000,390000,1971,429427
53972356,2,3,278,342000,1196,5227,342000,339000,1996,376442
53814044,2,3,277,375000,1537,8800,375000,,1985,412619
53877893,2,3,271,350000,1392,10890,350000,339850,1968,384294
53975389,2,2,270,260000,982,23086,260000,254900,1955,387844
53890475,3,3,270,400000,1740,7840,400000,379900,1973,439038
53907868,2,3,270,330000,1212,7405,330000,325000,1968,362207
53824344,3,3,270,349900,2090,6969,349900,349900,1958,384049
53958169,2,3,270,445000,1994,6969,445000,425000,1995,488430
53995744,2,3,264,399000,2933,11761,399000,425000,1976,438561
61808422,2,3,263,340000,1100,5227,340000,329999,2003,373479
54009903,2.5,4,267,175000,2678,5295,175000,,2002,490490
53834676,4,5,266,465000,2138,8276,465000,449000,1969,511265
54004518,3,3,260,395777,2023,8712,395777,385000,1975,434343
53960446,2,3,260,349900,1048,7405,349900,339900,1972,383995
53846945,2,3,259,406000,1558,10890,406000,395000,1972,445424
53939815,2,4,260,350000,1200,10454,350000,325000,1962,384105
53845367,2,3,258,304000,1571,3920,304000,305000,1975,339996
53931793,1,3,251,320000,922,9147,320000,315000,1957,350188
53848437,2.5,5,250,240000,2114,7004,240000,,1970,262557
119259677,3,3,249,380000,1629,2178,380000,374900,2015,415584
53814151,2,3,249,429500,1771,7405,429500,429500,1991,469720
53956085,2,3,249,255000,1184,6969,255000,254900,1973,345256
53846930,2,3,249,392000,1518,9583,392000,349900,1973,428708
53820785,2,3,244,451000,1879,7840,451000,439950,1992,485901
53838564,2,3,242,359900,1570,8276,1895,359900,1965,392730
53995717,1,2,242,281000,750,4356,281000,285000,1943,306632
53918589,1,3,239,337000,1295,15000,337000,,1962,367391
53922334,2,3,242,366000,1301,6098,366000,344900,1994,399386
58474045,1,3,237,267000,1040,3484,267000,185000,1949,219810
248438640,1,,239,253800,1453,9100,253800,,1956,276688
53975391,1,2,236,245000,914,20908,245000,244995,1952,360107
248437522,1,,235,270000,960,8030,270000,,1966,372407
53827958,2,3,235,387000,1765,8276,387000,360000,1975,421366
53819774,2,3,235,352000,1480,6969,352000,344900,1970,383258
53845306,2,4,235,370000,1222,6969,370000,369000,1958,402856
53907877,2,3,232,360000,1240,7405,360000,344900,1968,391596
53964699,2,3,231,370000,1570,7840,370000,359500,1968,402473
53832643,3,4,231,435000,2286,8712,435000,419000,1976,473028
54009865,3,4,228,422000,2206,5227,422000,435000,2002,458456
53857939,2,5,228,390000,1920,7405,390000,369900,1959,423691
2077758496,4,8,228,525000,3028,8712,525000,500000,1974,570354
53963477,1,3,225,329000,1227,9300,329000,140000,1957,357071
53907847,1,3,223,335000,960,6969,335000,327500,1965,363332
53850745,2,3,214,385000,1420,8276,385000,349900,1968,416262
53932962,1,3,214,327000,920,6969,327000,318900,1973,353552
53908226,1,3,211,318000,1118,8276,318000,324900,1966,343464
84125578,3,5,211,415000,2470,4791,415000,420000,2008,448232
53842609,2,4,214,395000,2008,7405,395000,389911,1963,426040
53951400,3,3,209,498000,2165,9147,498000,499000,1989,537506
53951431,3,4,209,490000,2330,10454,490000,489900,1981,528872
53845302,2,3,208,360000,1222,6969,360000,349000,1958,388424
53836565,2,4,208,450000,2196,7405,450000,444500,1971,485530
53949732,1,4,208,40000,1300,10454,40000,205000,1958,387026
53842629,1,3,207,175000,1560,9500,175000,285000,1963,387653
71244576,3,4,207,474000,1852,4791,474000,409000,2007,511248
53871886,2,3,207,375000,1440,7405,375000,367500,1975,404469
53832648,2,3,207,375000,1560,7840,375000,359000,1976,404469
53819592,2,3,207,289000,1304,10454,289000,299900,1967,406200
53896437,3,4,204,431000,2025,8712,431000,429900,1981,464387
53890597,1,3,204,345000,1534,7405,345000,295000,1971,371725
53828012,2,3,203,409000,1906,7405,409000,409000,1975,440530
58473567,3,4,202,470000,2339,6098,470000,469900,2003,506058
79896360,3,4,202,377500,1713,3049,377500,375000,2007,406461
54004808,2,3,202,325000,1008,6969,325000,315000,1974,350903
61788232,3,3,197,430000,2051,5227,430000,424900,2003,462188
53969705,1,3,197,346000,924,9147,346000,339900,1967,371900
53836548,1,3,197,330000,1194,8276,330000,325000,1973,354703
53941577,3,3,197,375000,1462,6969,375000,369900,2001,415378
53838555,2,4,194,415000,1624,8712,415000,409000,1961,445596
53852614,2,3,196,365000,1256,7405,365000,359900,1976,392187
53877837,2,4,194,345000,1131,7405,345000,325000,1972,370566
53834885,2,3,196,360000,1306,7840,360000,340000,1984,401063
53951342,2,3,193,345000,1104,7405,345000,349000,1981,370304
53964517,2,3,194,415000,1527,9147,415000,419900,1992,445596
53847660,2.5,3,193,315000,1776,7338,315000,205000,1976,338104
53956328,2,4,193,410000,2008,10890,410000,399000,1971,440072
53945432,1,2,188,330000,910,11325,330000,299000,1954,352620
53907029,1,3,188,290000,990,9147,290000,274000,1956,377163
53964788,2,3,193,399000,1684,8276,399000,399000,1971,428265
53848326,2,3,187,356000,1297,7405,356000,320000,1968,380266
53873453,1,3,187,335000,1254,6969,335000,315000,1964,357835
53964748,2,3,186,365000,1504,6969,365000,359900,1967,389740
53841389,2,3,186,400000,1838,7840,400000,399999,1952,427112
53957155,2,3,186,339000,2194,9147,339000,359000,1977,457323
53919189,2,3,186,345000,1084,7405,345000,340000,1955,368385
53840561,2,3,186,425000,1706,7840,425000,424900,1979,453807
53918632,1,4,180,364900,1200,7405,364900,364900,1955,388797
54007847,3,3,179,388000,1628,5227,388000,379900,2002,413262
53918586,1,4,176,356000,1436,7840,356000,359000,1953,378771
53945446,1,2,175,258025,1622,6969,258025,254500,1929,274431
53940531,1,3,176,355000,1020,7840,355000,357000,1984,377707
53834920,2,3,169,390000,1523,7405,390000,380000,1989,413907
53828370,1,3,168,330000,1126,8000,330000,,1965,350103
53951436,3,4,166,525000,2462,9147,525000,569900,1991,553129
53829198,2,4,168,360000,1180,9583,360000,339000,1964,381931
89801703,2,,160,335000,1312,6750,335000,,1952,354367
53872707,2,3,161,370000,1357,8276,370000,348000,1979,391536
53850759,2,3,152,410000,1950,9147,410000,389900,1966,432416
53822663,2,3,151,350000,1184,7405,350000,349000,1973,368998
53907860,2,3,152,316500,1072,7840,316500,299000,1964,333804
53820741,2,3,151,417000,1700,7840,417000,409900,1984,439635
53964739,2,3,146,370000,1184,7405,370000,370000,1968,301563
53814078,3,3,145,425950,1678,7840,425950,419950,1990,448071
53850685,2,3,145,327500,1600,8276,327500,349000,1961,417621
53966323,2,3,140,332000,1466,10018,332000,319900,1947,348593
53877918,1,3,139,343000,858,6969,343000,335900,1972,360009
53905274,1,3,138,349900,960,6969,349900,339900,1962,367115
53848340,2,3,137,428100,2160,7840,428100,428100,1966,448995
53857948,2,4,137,349950,2132,7405,349950,339950,1957,386757
61808441,2,3,131,360000,1074,4356,360000,350000,2003,376677
53995797,1,3,125,500000,1104,57063,500000,358876,1955,523422
53877887,1,3,130,350000,1381,7840,350000,345000,1970,366060
53870696,2,3,125,261000,1180,9583,261000,260000,1977,273226
119262334,4,3,124,540000,2290,5227,540000,525000,2017,565062
119267430,3.5,,124,540000,2480,5025,540000,1631363,2018,565062
68350056,3,3,124,429900,2025,5227,429900,429900,2006,462694
53838536,3,3,118,460000,2304,7405,460000,399900,1964,480155
53945347,2,3,118,334500,2197,10454,334500,334500,1955,349156
53859728,2,4,176,445000,1984,10890,445000,440000,1994,473464
53933081,3,3,176,605000,3367,15681,605000,510000,1994,643698
82337165,3,4,174,617000,3049,10018,617000,640000,2008,655996
53933157,3,3,168,600000,2495,9147,600000,574900,1997,636552
68351044,3,4,166,406900,2072,5227,406900,399900,2006,431379
55200013,2,3,165,391500,1443,4791,391500,384000,2002,414904
53856574,1,2,117,288000,812,4791,288000,279900,1954,300494
53949148,1,3,112,345000,912,9147,345000,315000,1956,359222
58472693,1,3,111,267000,1092,7500,267000,,1961,376252
300096968,3,5,69,581489,2892,4791,581489,549900,2019,595624
53891996,2,4,60,385000,1390,6950,385000,,1953,393009
53908462,2,3,340,415000,2069,10454,415000,399900,1978,466199
54007601,2,3,337,395000,1611,6098,395000,399900,2001,443365
54009762,3,4,333,405200,2034,5662,405200,412900,2002,454314
53939805,1,3,207,307000,864,10018,307000,311900,1962,331125
53864919,3,4,208,442500,2096,6969,442500,449500,1986,477438
54006146,2,3,244,625000,1869,100623,625000,624900,1966,682445
53883615,3,4,333,505000,3092,7405,505000,515000,1996,566211
60946513,3,4,209,458000,2710,5227,458000,455595,2004,494333
54006308,3,3,217,600000,3594,81892,600000,600000,1973,649394
53933146,3,4,221,530000,2525,8712,530000,525000,1998,574426
53988173,3,5,222,440000,2784,10890,440000,414900,1978,477047
300095634,2,4,235,445000,1942,5227,445000,449000,2018,484516
176565708,3,4,236,530000,2704,5227,530000,524599,2017,577247
71243873,4,3,238,694900,4743,16117,694900,699900,2007,757328
54006016,3,3,260,548000,4420,,548000,519000,1965,601399
53864714,2,4,242,508000,2682,10890,508000,495000,1985,554339
53859678,2,3,243,462000,1912,6969,462000,445000,1993,510052
176566065,3,5,244,508500,2580,4791,508500,499900,2016,555237
119259269,3,4,249,532000,2846,5662,532000,525000,2014,581818
71244553,4,4,252,625000,3971,6098,625000,625000,2007,684178
71243818,6,5,256,838900,6382,43995,838900,839900,2007,1024609
53836335,3,3,256,575000,2995,9147,575000,575000,2002,630242
53988280,2,4,257,540000,2550,11761,540000,550000,1994,592067
53836326,3,3,258,483000,2192,6969,483000,474900,2003,529736
53827221,2,2,263,500000,1544,87120,500000,475000,1941,549234
61809437,3,4,264,420000,2610,4791,420000,429900,2004,461500
306673138,,,270,955000,,155509,955000,,,1051324
2079030260,3,5,270,955000,3285,155509,955000,949000,1974,1048205
53816486,3,4,274,591000,2763,29185,591000,579900,1998,649598
53991122,3,4,274,444000,1816,6098,444000,444000,1999,488023
53933074,4,3,278,625000,4763,16988,625000,625000,1998,687942
53991135,3,4,279,420000,1839,6098,420000,410000,2000,462460
87761438,2,3,284,438900,1750,5227,438900,438900,2009,483854
108707792,2,4,284,442400,1708,4791,442400,439900,2011,487712
124247371,3,5,287,517000,2979,6098,517000,525000,2015,570547
53988243,2,4,291,488000,2416,9147,488000,496000,1992,539565
54008176,3,4,291,415000,2139,5227,415000,410000,2001,458851
82817943,3,5,333,443000,2368,5227,443000,449000,2008,496696
300098669,3,5,298,533000,2892,4791,533000,,2019,590296
53883588,3,4,340,450000,2176,7840,450000,459950,1995,505517
53859638,3,4,299,415000,2194,6969,415000,424950,1994,460050
108705920,2,3,340,338000,1496,6969,338000,325000,1961,379315
61809702,3,4,300,459000,2342,6098,459000,464888,2004,508983
248440557,3,4,300,659900,2384,9147,659900,659900,2018,767063
53865739,1,3,342,305500,1008,6969,305500,290000,1959,343378
53896483,3,4,301,449999,2006,24393,449999,449999,1978,499154
53863438,2,3,305,500000,1834,16117,500000,499900,1996,555297
124247522,3,4,306,537500,3302,4791,537500,537500,2016,596818
68351262,3,,306,368000,1883,5038,368000,274672,2006,408824
118632348,2,3,314,440000,1768,5662,440000,435000,2014,489820
53933206,3,3,319,652300,4282,10890,652300,765000,2001,728553
53962818,3,4,319,500000,1982,12632,500000,505000,1994,558450
176566377,3,4,320,510000,2577,5662,510000,515000,2017,574406
53933220,3,3,321,459900,1744,5227,459900,459900,2002,513945
82341778,4,4,322,699900,3661,13939,699900,699900,2008,782363
53860855,3,4,328,425000,2143,5227,425000,444888,2000,475859
53933103,3,3,323,519000,2381,13939,519000,519000,1996,580309
53988044,2,4,328,410000,1851,9147,410000,419900,1993,459064
53933140,5,4,323,825000,5185,21344,825000,850000,1999,922457
53933185,3,2,323,540000,2306,6098,540000,540000,1998,603790
53860831,3,4,330,434900,2288,6969,434900,425000,1997,487212
248436845,3,4,326,432900,1791,3484,432900,432900,2020,483727
53836340,3,3,326,485000,2128,8712,485000,474900,1999,542740
71243817,4,4,326,599000,3227,15245,599000,599000,2007,670312
53916995,2,3,333,355000,1180,10018,355000,334000,1972,398029
53988136,3,3,327,409000,2351,8276,409000,385000,1977,457818
53860950,3,4,334,405000,2180,6534,405000,385000,2000,454215
53988130,3,4,329,435000,2114,10890,435000,439000,1979,487190
90134750,2,3,336,386000,1420,5227,386000,373000,2010,432649
67570328,3,4,340,399900,2168,7840,399900,399900,2006,449236
248439027,3,4,340,435000,1871,3484,435000,435000,2020,488171
53950505,3,5,342,415000,2702,5662,415000,415000,2000,466455
53915291,3,4,342,430000,2364,9147,430000,420000,1974,483315
58473228,2,5,88,525000,2622,5662,525000,375000,2003,541623
54007995,3,3,252,375000,1666,5227,375000,379900,2001,410506
248436773,2.5,,97,602000,3045,7930,602000,,1993,623158
53952462,2,4,28,383829,1398,5663,383829,139950,1996,386678
2078820896,3,4,260,442550,1876,5227,442550,442550,2020,429775
300098185,3,4,260,442550,1876,5408,442550,442550,,485674
53826838,1.5,4,223,264000,2089,9200,264000,,1969,445532
53951112,3,4,344,435000,1894,8276,435000,429900,1980,456112
53989977,2,3,335,336000,1192,8276,336000,329900,1983,376933
53961210,3,4,344,425000,2452,7405,425000,424747,1997,477958
53961607,3,3,342,463000,2055,8276,463000,465000,1995,520407
53951061,2,3,335,355000,1400,8280,355000,,1978,398248
53875432,3,3,334,350000,1463,3920,350000,340000,1998,392531
67407431,3,4,335,379950,1947,3049,379950,379950,2005,426238
83077071,3,4,335,525000,3301,7840,525000,537000,2008,588959
53951186,3,3,334,430000,1810,7840,430000,415000,1990,482252
67569737,3,3,333,342000,1780,2178,342000,349900,2006,383454
53952415,3,4,333,750000,3463,140698,750000,775000,1990,840907
53980746,2,4,333,398000,1684,7840,398000,399900,1980,419240
53961498,2,3,333,375000,1475,5227,375000,349000,1995,420453
54006617,2,4,333,490000,2128,87120,490000,,1970,660699
68350840,2.5,4,328,287581,1804,4356,287581,2365,2006,432595
53972486,1,2,328,320000,1002,4791,320000,315000,1949,358294
62966038,2,4,326,361000,1480,6969,361000,350000,2005,404798
2084404417,3,3,291,565000,1734,7405,565000,629000,2006,624907
62965873,1,2,259,283000,784,9147,283000,279000,1921,310576
53940279,3,4,214,425000,1898,10454,425000,399900,1979,459510
53980777,2,3,167,365000,1120,6969,365000,349900,1979,387097
2079924055,1,2,180,435000,1000,141570,435000,,1974,463488
2120589968,3,3,180,435000,1985,2522,435000,434900,2001,633809
2078197901,1,2,258,189000,704,,189000,,1965,207288
2084760972,1,1,204,169900,868,2996,169900,169900,1965,183061
2080230294,2,3,335,216500,1150,,216500,219500,1945,242875
53941099,2,4,329,400000,2923,4791,400000,384900,1911,447990
63079831,2,3,334,171000,1250,5000,171000,150000,2005,191779
53918414,3,4,333,370000,1754,8276,370000,370000,1974,424305
53874364,3,4,335,436000,2848,17424,436000,415000,1952,489116
53833064,2,2,340,345000,1697,7840,345000,339900,1968,435781
53949199,3,3,344,40000,1672,8712,40000,357900,1975,427792
53833091,2,4,344,379000,1816,10454,379000,350000,1965,426226
53949164,2,3,328,353500,1595,7405,353500,338500,1983,395803
83077559,3,4,330,470000,2300,5227,470000,470000,2008,526534
53908587,2,3,330,385000,1576,8276,385000,375000,1980,431309
53908816,4,3,336,575000,3516,13939,575000,558000,1994,645228
2085006795,7,8,351,482500,3246,8712,4095,4195,1973,543668
53949161,3,5,341,462250,2876,8712,462250,475000,1982,519421
300095502,1.5,,61,432500,1824,7830,432500,,1969,441665
61787927,2,3,320,310000,1152,3920,310000,309950,2004,346334
300098448,3,3,323,461595,2061,5407,461595,461595,2020,515316
2079038792,3,3,323,461595,2061,5227,461595,461595,2019,441551
53894356,2,3,329,390000,1576,10890,390000,379900,1986,436791
300098486,3,4,333,369500,1863,,369500,369500,2019,413773
53837319,3,4,335,584000,3244,13068,584000,584000,1999,655147
300098519,3,4,335,471945,2306,5412,471945,467900,,528818
300098869,3,3,337,452550,2061,5411,452550,450900,,507398
300097551,3,4,337,369995,1863,3084,369995,369995,2020,414837
300097952,3,4,340,373530,1863,3049,373530,373530,,419187
53814922,3,4,341,495000,2503,7405,495000,489900,2000,556221
53828309,2,3,342,350000,1376,10018,350000,339999,1978,393396
300096612,3,3,343,344500,1671,3049,344500,349900,2018,386971
58474303,3,4,6,455000,1823,5662,455000,450000,2003,455300
53955006,3,4,6,495000,2139,16117,495000,489900,1996,515200
53850720,1,3,6,400000,1148,8276,400000,399900,1969,400300
53849822,3,4,6,539900,2758,10454,539900,539900,1987,563300
53862946,3,3,10,763000,1813,5227,763000,675000,1999,764100
