zpid,bathrooms,bedrooms,daysOnZillow,lastSoldPrice,livingArea (sqft),lotSize,priceHistory/0/price,priceHistory/2/price,yearBuilt,zestimate
2080519434,3,4,362,539400,2569,,539400,539400,2020,635600
119345988,3,3,335,369900,1524,3049,369900,369900,2013,432300
69161944,3,3,338,416000,2246,3049,416000,399900,2005,486600
308915391,3,4,362,652200,2867,4791,652200,652200,2020,770000
80924995,3,3,338,390000,1852,3049,390000,,2006,456200
96377395,3,3,344,389950,2015,3484,389950,389950,2013,457000
96416997,3,3,345,60000,1567,2178,60000,234900,2009,431700
2078275513,3,4,362,539400,2569,,539400,,,635600
308915292,3,3,351,472500,2027,3049,472500,479700,2019,556100
48595558,2,3,362,412000,1300,9147,412000,389900,1978,485500
123906280,3,4,363,622500,2290,9147,622500,609950,2015,735100
118334165,3,3,33,524000,1904,3049,524000,283000,2013,531400
60963260,3,3,364,389900,1771,2613,389900,394900,2002,459700
79895209,3,3,364,440000,2234,3484,440000,429900,2006,518800
2072389082,3,4,57,530925,2194,,530925,529950,2021,682600
53823345,1,3,,220000,1060,6969,399950,28611,1954,392500
53897921,1,3,41,230000,1933,11761,409900,419900,1923,447400
53994450,1,2,14,265000,1146,6098,389000,265000,1952,420400
53937875,1,2,69,210000,896,8276,349995,349995,1951,387100
53836849,1,2,359,297000,720,5662,950,297000,1952,335943
71452957,4,2,31,217000,906,,217000,,1994,219500
72260400,3,4,133,339000,1567,,339000,217500,2007,356600
82332497,1,3,42,366480,1003,,366480,150000,1952,371600
122286847,3,4,2,691400,2071,4791,691400,549900,2015,663600
176566094,3.5,,3,940000,2628,2340,940000,975000,2017,1052200
248400107,4,3,4,2300000,5182,8276,2300000,2300000,2002,2300800
80921580,3,4,8,651000,2507,3484,651000,629000,2006,643200
186388956,4,5,9,814900,3385,5227,814900,774990,2017,765400
53957969,2,3,10,950000,2745,10018,950000,1100000,1912,1155700
69159368,3,3,24,685500,2894,3920,685500,474888,2005,692200
53850044,3,4,346,715000,2640,6969,715000,739000,1994,805350
53981551,2.5,4,346,800000,2500,10890,800000,3870,1968,901091
248436187,3,4,352,1050000,3046,6098,1050000,1050000,2020,1182800
53999184,4,4,352,760000,2677,22215,760000,775757,1946,857587
53997823,2,4,354,925000,3040,40510,925000,925000,1965,1044404
53883131,2,4,350,829000,3259,11325,829000,819000,1976,934883
53850030,7,4,350,5750000,8162,148104,5750000,5750000,1971,6484413
53999532,3,4,344,725000,3179,13068,725000,699900,1928,816121
53989566,3,3,344,686500,1674,21344,686500,680000,1988,772782
53921343,3,5,344,896000,3507,14374,896000,896000,1991,1008613
70511655,4,4,343,1050000,4595,17859,1050000,1025000,2006,1181612
48550785,4,4,338,900000,3495,14374,900000,924900,1989,1067800
53956436,3.5,5,3,1120000,4243,17424,6250,1150000,1938,1149400
53973079,3,3,151,1126335,3465,373744,1126335,1150000,1992,1191500
48611631,3,4,67,728100,3120,7840,745000,745000,1974,781900
53950086,3,4,49,720000,2662,8276,720000,700000,1902,731900
53997326,3,4,343,670000,2329,663418,670000,690000,2004,753981
53810939,4,4,340,789250,3000,5000,789250,765000,1904,887375
300093942,2.5,,198,652500,2746,4100,652500,224000,1988,701800
53935916,5,6,59,880000,3884,4791,880000,899900,1913,897900
119261893,3.5,,186,1040000,3082,3700,1040000,,2019,1113800
2077520918,5,6,214,1445000,5282,27007,1445000,1450000,1987,1578900
53885090,3,4,227,815000,2952,16117,815000,835000,2000,886000
53874958,3,4,343,999000,3281,20037,999000,1069000,1986,1124220
53925288,3,3,350,1155000,2515,10018,1155000,1275000,1971,1302521
2072305410,5,4,95,3350000,5374,53143,3350000,,2019,3482900
53852876,7,4,106,3690000,6500,48787,3690000,3845000,1929,3833400
53866843,5,3,352,1175000,5217,8712,1175000,1225000,2002,1325875
53887470,3,4,337,670000,2110,5227,670000,620000,1953,752617
248438646,2,,275,730000,2032,7000,730000,25318,1969,805800
53987975,3,3,55,800000,3187,4791,830000,840000,1908,906000
2074368559,3,5,24,720000,2490,,720000,715000,2021,727000
53899305,2,3,220,763900,3007,4791,763900,749900,1922,828400
2079846663,3,5,337,799950,3058,,799950,799950,2020,931600
308916373,4,5,337,937065,4077,,937065,,2020,1091300
251280376,4,6,337,907835,3796,5431,907835,935995,2020,1057200
308916404,3,6,337,747413,3649,4500,747413,,2020,870400
186388057,4,6,338,931500,4180,6098,931500,948850,2017,1085100
308916526,4,5,339,759950,2772,,759950,759950,2020,885500
251278772,3,4,340,680000,2453,3920,680000,689000,2017,792500
308916364,3,4,343,739900,3279,5662,739900,,2020,863100
2077881305,2,4,261,735000,2420,4356,735000,729900,2020,816300
53823181,4,5,346,725000,3264,4791,725000,700000,1912,816614
48616043,3,4,351,795000,3088,22651,795000,795000,2000,928200
48557689,3,4,350,852600,3304,21780,852600,839900,1992,995200
48543587,3,4,353,680000,2996,14810,680000,699900,1990,794400
48556642,4,6,352,1050000,4377,15245,1050000,1029000,1992,1226300
53912981,3,4,352,839000,3298,9583,839000,839000,1995,946731
300094952,3,,28,660000,2427,5000,660000,,1925,665000
48543543,4,4,347,850000,3898,17424,850000,875000,1989,991400
89193569,3,4,351,760000,3223,6534,760000,749900,2008,888400
251279107,4,5,346,651990,2652,4791,651990,649990,2020,761100
53912982,3,4,344,770000,2942,9583,770000,749900,1995,866777
48561240,3,4,344,740000,2573,10454,740000,769000,1994,862300
300096673,4,5,353,1060000,2957,,1060000,999900,2020,1194400
96390988,4,5,343,810000,3885,6969,810000,819950,2012,944800
308916398,3,6,343,690000,3051,,690000,,2020,675100
118249170,3,3,350,690000,2661,3920,690000,700000,2013,778129
53945977,2,4,350,705000,3063,4791,705000,725000,1907,795045
123907436,4,4,340,775000,3244,6098,775000,774999,2015,903300
53901264,3,5,340,705000,2700,4791,705000,699000,1933,792650
53827359,3,5,344,825000,2874,4791,825000,799000,1910,928689
48563944,4,4,339,1040000,4517,12632,1040000,1100000,1995,1210200
52695924,4,4,339,665000,3064,5227,665000,665000,2000,773800
53947284,2,3,337,725000,1785,5000,725000,690000,1917,814400
53875754,2,4,354,810000,3300,4791,810000,799000,1911,914559
53899747,3,5,352,750000,2871,4791,750000,769900,1938,846303
53811418,3,4,352,672975,2850,3049,672975,675950,1905,759388
53887157,3,4,352,808000,2472,4791,808000,796900,1926,911750
53949032,3,3,351,765000,2542,4791,765000,739900,1911,862969
53890716,3,4,351,792000,2798,3484,792000,799900,1895,893427
53939168,3,4,351,1395000,4268,9583,1395000,1395000,1933,1573650
53815747,4,6,350,949000,3571,5662,949000,949000,1890,1070210
53980388,2,3,350,839000,3162,4356,839000,839000,1935,946160
53887293,2,4,345,769500,2663,4791,769500,749000,1923,866475
53857184,3,4,346,950000,2850,4791,950000,925000,1926,1070046
53900616,3,3,345,684000,2604,4356,684000,689000,1938,770200
53895277,5,4,343,1735000,5037,5662,1735000,1735000,1907,1952474
53885994,2,3,343,675000,2277,4791,675000,665000,1924,759608
53877371,3,3,343,710000,1749,2613,710000,699900,1905,798995
53885416,2,4,340,815000,2698,4791,815000,795000,1932,916326
53894380,3,4,338,793000,2680,,793000,750000,1908,891053
53886737,4,4,338,1300000,4389,7840,1300000,1249500,1915,1460743
53886894,2,4,337,750000,2302,4791,750000,649900,1925,842482
53851533,3,3,337,699900,2728,4791,699900,699900,1922,786204
53900144,3,8,337,1300000,5193,17859,1300000,,1922,1460303
308916293,3,4,354,794950,3027,,794950,,2020,931100
53996757,3,3,351,818500,3035,99316,818500,825000,1981,923320
89193137,3,5,350,826000,3515,6969,826000,832000,2008,965300
68349170,6,5,350,1280000,5505,8712,1280000,1399999,2006,1443486
186387599,3,4,350,775000,2856,6098,775000,789900,2017,905700
186388940,3,4,350,675000,3149,3920,675000,675000,2015,788900
61788643,3,4,347,850000,3311,6969,850000,850000,2004,957698
48580220,3,5,346,688000,2984,6969,688000,700000,1998,802200
308916281,4,5,346,809950,2772,,809950,809950,2020,945500
123907405,3,4,345,817000,3236,5662,817000,828000,2015,953500
69165454,3,4,343,745000,3398,6098,745000,755000,2005,869000
53866546,4,4,354,1050000,3532,9583,1050000,1090000,1995,1185540
48616676,3,5,354,655000,3326,13068,655000,649900,1977,765400
54007426,4,5,352,1049900,4394,17424,1049900,1049900,2002,1184712
53866533,3,3,350,740000,2696,9147,740000,740000,1997,834515
53818269,3,4,350,1450000,3506,17424,1450000,1450000,1974,1635200
248437836,4,5,16,900000,5300,11324,5795,4695,1995,1012300
48616680,3,3,346,710000,2944,9499,710000,,1978,827800
53818280,3,3,346,780000,2218,4791,780000,749900,1924,878564
176565416,3,4,346,1575000,2867,3049,1575000,,2017,1771000
53984887,4,3,345,838000,2909,6098,838000,850000,1979,943608
53984454,4,5,344,1375000,3838,7405,1375000,1450000,1925,1547816
53895233,3,2,343,750000,2147,9147,750000,775000,1966,844009
48616675,4,5,343,820000,3801,11761,820000,819000,1978,955300
54008242,5,4,343,1295000,5461,16552,1295000,1295000,2005,1457322
53866659,3,4,338,770000,3222,8712,770000,790000,1998,865209
52697606,4,5,345,699900,3696,7840,699900,699900,2001,815800
53906699,3,3,120,725000,3424,8712,725000,750000,1938,757600
176566056,3,4,346,690000,2991,4791,690000,698900,2017,775900
53828986,3,6,347,704000,2940,11761,704000,749900,1945,793199
53929674,3,4,353,732500,2565,4791,732500,729000,2018,826805
53918884,2,3,345,667500,3149,4356,667500,669999,1913,751621
53948594,3,3,350,710000,2989,3049,710000,750000,1913,800684
53998391,3,4,351,683000,1764,6534,683000,600000,1995,755300
53964428,3,4,353,680000,2260,4356,680000,675000,1908,767546
2082049074,3,5,318,1010000,3159,5000,1010000,999900,2020,1141300
53920818,3,4,338,840000,2811,10890,840000,699500,1978,943865
176566520,3,4,340,845000,2869,3484,845000,824900,2016,948400
53957112,3,3,343,664000,3386,8276,664000,679000,1974,747229
53967884,4,3,343,1200000,3532,13503,1200000,1200000,1861,1350414
300095236,4,5,344,975000,3272,,975000,999900,2020,1095700
333113715,4,4,345,1012500,3200,,1012500,,2020,1152600
53855827,3,3,350,917615,2740,6098,917615,949000,1925,1034816
53991271,3,4,351,730000,2772,6098,730000,699900,1960,821795
53953469,4,4,354,737500,2678,3049,737500,749900,2011,832700
248438103,3,,35,1015000,3257,9539,1015000,995000,1984,1025200
53812231,3,4,350,705000,2260,3920,705000,720000,1924,795045
300098193,4,4,254,807500,2800,2613,807500,849950,2020,885400
53880392,3,3,354,779000,2895,4791,779000,779000,2012,879557
53811781,2,2,353,727500,2952,4791,727500,699900,1950,821162
53988847,2,3,351,717500,2835,5227,717500,675000,1938,809386
53944046,3,5,351,675000,3216,3920,675000,675000,1914,807400
53897287,2,5,2,1217500,4598,10454,1250656,1200000,1926,1344300
53978957,4,5,347,850000,3416,4791,850000,850000,1907,957698
53903028,2,5,344,685000,3508,4791,685000,699899,1926,771094
53988755,3,3,338,680000,2064,4356,680000,665000,1930,764081
68350970,2,3,343,699000,1881,3484,699000,699000,2006,786616
300097743,4,4,337,739900,2261,2613,739900,739900,2020,829700
53832558,4,4,337,875000,2911,4356,875000,839000,1960,982896
53979944,3,4,339,884617,2766,3920,884617,889900,2018,994299
53939227,3,4,343,900000,2608,4356,900000,925000,1991,1012811
53934870,2,4,345,674425,3858,6098,674425,715000,1906,759419
53956243,3,3,347,745000,2716,14374,745000,695000,1968,839394
121950224,4,4,347,715000,2495,2178,715000,725000,2015,805593
53942441,2,4,350,740000,2860,4356,740000,750000,1915,834515
176560136,1.5,,350,1000000,1968,5000,1000000,275000,1922,815600
53878352,3,3,350,685000,3094,8712,685000,675000,1957,772491
53915432,2,3,352,734000,2690,3920,734000,709000,1907,828248
53844153,3,3,354,1155000,3951,7405,1155000,1100000,1923,1304094
300098123,3,5,298,949900,2853,2613,949900,989900,2020,1056200
176564846,3,4,7,1150000,3698,20908,1150000,1195000,1986,1150800
53833720,3,3,7,705000,2534,5227,705000,649900,2000,666100
53952639,2,3,7,865000,2746,4791,865000,750000,1889,866300
53866715,4,4,7,1050000,4021,13939,1050000,1100000,2004,1050800
53899389,2,4,7,699000,2660,4791,699000,699000,1912,700000
53887892,2,4,7,716000,2818,4791,716000,664900,1931,717000
48210490,2.5,4,7,1625000,4446,21250,1625000,,1928,1628500
61788698,4,6,7,730000,4100,8276,730000,699900,2005,716800
89709130,3,4,7,784000,2659,6098,784000,779000,2008,785300
123908255,3,5,7,867000,3067,6098,867000,815000,2015,868500
122353191,4,5,7,860000,3416,4791,860000,825000,2014,838600
53468220,3,4,7,700000,2404,6534,700000,679900,1987,700500
53987286,3,4,7,1200000,5082,4791,1200000,1200000,1910,1230500
53961363,3,5,7,825000,3084,2613,825000,825000,1908,826200
53996666,4,5,7,1225000,3677,56192,1225000,1225000,1950,1226800
88959845,4,4,7,750000,2640,3049,750000,745000,2009,750500
53925178,2,3,7,797000,2619,22215,797000,797000,1902,798200
53936771,3,3,7,710000,2655,7405,710000,600000,1901,710500
246944100,3,4,7,799900,2734,,799900,799900,2018,800700
53989161,3,5,7,777700,2217,4791,777700,725000,1940,819800
61810313,4,4,7,789800,3674,9116,789800,301665,2005,755100
48616848,3,4,7,754600,1954,10018,754600,625000,1960,755300
55527138,3,4,7,735000,3061,5227,735000,725000,2002,735700
53824888,2,3,7,847000,2616,12196,847000,850000,1912,848200
48616883,3,4,8,710000,2981,10454,710000,650000,1977,712500
53866932,3,3,8,727345,2284,11325,727345,739000,1996,728100
53938718,3,4,8,800000,2292,6098,800000,749000,1947,800900
48561822,3,4,8,930000,3667,8276,930000,924900,1994,931300
119259208,3,3,8,749500,2257,3049,749500,749500,2014,750900
53988742,2,3,8,742000,2158,5227,742000,699900,1929,742800
48560081,3,4,8,971000,3729,10890,971000,915000,1993,972400
48576526,3,4,8,845000,2830,6969,845000,845000,1997,846200
119266450,2,3,8,715000,2422,2613,715000,695000,1926,716300
53913500,3,4,8,1200000,3370,5227,1200000,935000,1905,1201300
54003660,2,3,8,980000,2060,21780,980000,995000,1946,1046900
53855608,4,4,8,1150000,4509,10018,1150000,1100000,1934,1151300
119270016,4,5,8,1065000,3874,6534,1065000,1148900,2016,1066900
53898770,2,4,8,781000,2474,4791,781000,699000,1955,781900
123907607,4,4,8,790000,3631,4791,790000,800000,2016,791100
53819294,3,4,9,658000,2316,8712,658000,658000,1992,659000
53811871,3,3,8,755000,2789,4356,755000,724900,1921,752500
53813109,2,3,8,735000,1992,2613,735000,725000,1909,735800
53848129,2,3,8,665000,2080,4356,665000,595000,1912,665200
53981555,3,4,11,910000,3092,,910000,895000,1976,911300
48572954,3,5,8,670000,2463,6098,670000,649000,1996,671400
53861890,3,5,14,1050000,2940,9147,1050000,790000,1967,1054200
53871974,4,5,9,1370000,3709,4791,1370000,1350000,1908,1372000
48553592,3,3,9,716000,2478,11761,716000,659000,1990,717400
53883153,3,4,14,921000,2868,11761,921000,800000,1997,922700
53917799,2,3,9,740000,2358,4791,740000,740000,1909,741100
53859315,3,4,9,800000,2323,4791,800000,685000,1925,801200
53998714,3,3,14,795000,3281,9583,795000,799000,1956,798200
119258612,3,4,9,785000,2484,4356,785000,749000,2015,785600
48541179,2,3,14,675000,1679,8712,675000,550000,1955,678200
53846461,3,4,14,850000,2436,5662,850000,895000,1956,853400
54000562,3,4,14,686500,3030,20473,686500,699000,1953,689300
53829088,3,4,14,1250000,3314,9583,1250000,1250000,1934,1255300
53982024,3,4,14,738500,2373,9583,738500,725000,1982,741500
48550728,4,4,14,1125000,4918,9583,1125000,1199000,1990,1127700
53818619,4,5,15,780000,3144,10018,780000,759900,1990,783400
53880536,3,4,15,835000,2853,5227,835000,825000,1947,836900
53998242,4,4,16,1160000,3055,15245,1160000,985000,1955,1165500
53981505,3,4,17,775000,2660,11325,775000,750000,1948,778400
53928641,3,3,17,700000,1847,6969,700000,550000,1992,703100
53998093,3,3,17,925000,4406,11761,925000,950000,1991,929700
53924162,1,3,11,733000,2420,4791,733000,600000,1928,733500
53873819,4,4,21,1290000,3898,5662,1290000,1275000,1932,1295800
53957323,3,4,14,1250000,4250,20037,1250000,1100000,1963,1255000
53879045,3,3,21,1110000,1748,13939,1110000,799000,1958,1115000
96384132,3,4,21,705000,2461,6534,705000,679990,2010,709800
53989570,3,4,23,944000,3682,16988,944000,999000,1981,951700
53895947,2,3,23,665000,1361,9147,665000,568000,1941,668500
53880537,3,4,23,850000,3419,4791,850000,799000,2007,906600
53829932,4,4,16,860000,2878,4356,860000,795000,1907,864100
54000082,3,5,23,706000,3624,29185,706000,760000,1938,709700
48611079,4,5,23,849900,3300,20473,849900,519000,1968,857300
53818597,4,5,25,830000,2951,10018,830000,795000,1989,836800
119261044,3,5,25,1165000,3470,11325,1165000,1100000,2016,1174500
53829387,3,4,25,1275000,3790,16988,1275000,1150000,1956,1285400
48576111,3,4,17,965000,3440,9583,965000,955000,1997,970800
53903489,3,4,25,730000,2424,8276,730000,699900,1955,734400
53846379,3,4,25,975000,3240,5227,975000,795000,1923,983000
48611614,3,4,21,719000,2696,25264,719000,699000,1966,723900
53958295,3,4,28,750000,2044,8712,750000,745000,1953,757000
248438196,2.5,,28,1060000,2594,10000,1060000,,1965,1069900
53954799,3,4,28,885000,2396,14810,885000,789900,1947,892000
98809138,4,5,21,745000,3300,10018,745000,729900,2014,752300
53928635,2.5,4,28,967500,3023,14944,967500,,1995,976600
53919989,2,3,21,760000,2685,5227,760000,775000,1941,765000
53873874,3,4,29,710000,1978,3049,710000,659900,1923,716900
300093760,4,6,29,875000,4729,34412,875000,440000,1992,883500
246943328,4,5,22,1115000,3691,6534,1115000,1079900,2017,1120900
48550739,4,4,29,1300000,3759,10454,1300000,1250000,1990,1311700
53846477,3,3,30,859000,2235,5662,859000,819900,1967,866000
53914960,3,5,31,970000,3398,15245,970000,998000,1973,978300
53858227,2,3,22,730000,2865,3920,730000,730000,1912,734000
53958735,4,6,23,1325000,4750,,1325000,1450000,1904,1334800
53846396,2,3,32,1170000,2409,8276,1170000,1100000,2007,1181100
68350259,3,4,32,985000,3150,10454,985000,885000,2006,993800
53999141,2,4,32,653000,1730,69696,653000,699000,1934,713100
248438789,4,3,23,718000,1998,1306,718000,728000,2019,721800
53993952,3,5,23,1005000,2674,33976,1005000,939000,1955,1011600
53956124,2,4,32,790000,2372,26136,790000,749900,1949,798700
53861893,3,4,36,910000,2229,9583,910000,855000,1960,921400
53999684,3,3,36,726000,2722,8712,726000,625000,1969,735100
96386651,4,5,24,975000,4208,6534,975000,995000,2011,981200
58472424,1,1,24,3000000,1884,5000,3000000,,1912,593000
300095638,2.5,,36,995000,2456,15999,995000,446000,1961,1006700
176560088,3,3,36,665000,2133,7840,665000,649000,1976,672900
54000617,2,4,36,652000,1978,10018,652000,560000,1989,660200
53999109,5,6,36,1505000,4484,33105,1505000,1435000,2007,1523900
53868700,3,3,36,685000,1878,9147,685000,589000,1987,693600
53845399,2,6,24,760000,3664,2700,760000,549900,1910,765900
53873348,4,4,36,1950000,5376,19166,1950000,1950000,1954,1974500
53997948,3,3,37,1020000,2508,41382,1020000,900000,1930,1033200
69159370,3,4,28,720000,3010,3049,720000,699000,2005,728100
82334752,3,4,37,900000,3103,6098,900000,799000,2008,910300
248439105,3,4,38,729900,2272,3920,729900,729900,2021,738200
53998642,4,4,38,1250000,3231,11325,1250000,1175000,2019,1264800
62965926,6,6,38,3200000,10750,37897,3200000,3350000,1969,3238000
62966116,2,4,28,1270000,2180,6939,1270000,445000,1939,575200
53833730,3,3,38,701500,2224,6969,701500,699000,2000,709500
118247357,3,4,28,825000,2802,10018,825000,825000,1953,832700
53923249,3,5,38,780000,3088,11324,780000,2900,1988,790400
53829486,3,4,39,1150000,2673,10018,1150000,525000,1966,1165900
53963242,4,4,39,782000,3740,10254,782000,795000,1985,791300
53926435,1,4,29,795063,2471,3920,795063,725000,1910,801600
53873780,4,5,39,1650000,4693,13503,1650000,1500000,1910,1669500
53813107,1,2,30,665000,2051,3920,665000,565000,1909,670400
53982504,3,4,39,660000,1950,7405,660000,550000,1991,667800
53984775,3,3,42,837500,2294,9832,837500,250000,2013,848800
53913614,4,4,42,1650000,3459,29185,1650000,749000,1994,1066600
48524716,5,3,42,1795000,3228,19166,1795000,1795000,2018,1828500
53852013,2,3,31,1070000,3358,6098,1070000,995000,1928,1081300
53880529,3,4,42,720000,2923,10018,720000,715000,1926,730800
53975859,2,4,42,720000,2570,6534,720000,675000,1952,730800
53852237,3,4,42,1060000,2331,8712,1060000,950000,1961,1075900
119270050,3,3,43,749622,2422,4791,749622,750000,2016,761200
53869225,2,3,31,860000,2297,5662,860000,850000,1925,867400
53857033,3,3,43,730000,2049,12196,730000,575000,1986,686200
48612068,4,4,31,1715000,3744,21780,1715000,1495000,1983,1737100
53998777,2,3,43,760000,2190,10018,760000,674000,1954,771700
53980839,4,4,43,1098000,3123,11761,1098000,1098000,1981,1114900
53851115,4,5,44,1000000,3174,17424,1000000,1025000,1978,1027500
53834388,2,5,32,740000,3266,10018,740000,699000,1951,748100
53985802,3,4,44,818000,2537,6534,818000,689000,1977,830900
53876793,1,4,32,1213000,1975,2500,1213000,305000,1913,1226300
53878834,2,3,45,825000,3764,24393,825000,550000,1978,838400
53873088,3,4,32,705000,2372,4791,705000,685000,2012,711300
53077338,3,4,45,786000,2809,7840,786000,685000,2002,801900
48572641,3,3,34,810000,2504,6534,810000,729900,1996,821500
53841418,3,3,46,875000,2710,6534,875000,835000,2001,889500
53975898,2,3,49,703000,2065,6969,703000,619000,1952,715500
53903045,2,4,36,705000,3036,4791,705000,699000,1923,713900
53963216,3,4,49,785500,2800,10454,785500,720000,1983,799500
53866408,3,4,49,935000,2260,6534,935000,829000,1956,951700
53882135,2,3,49,708000,2578,4791,708000,699000,1923,720600
125112452,3,5,49,827500,2352,4791,827500,799000,2021,841600
53873769,3,4,50,1086000,3134,6534,1086000,969000,1911,1105800
53899579,3,4,36,1020000,3869,5662,1020000,969900,1911,1032800
53873270,4,3,50,1120000,3627,6098,1120000,1120000,2007,1140400
53873233,5,4,50,2250000,3864,12196,2250000,2200000,1951,2291000
48525546,2,5,50,660000,2990,16988,660000,659995,1947,675100
123906906,4,6,36,915000,3643,4791,915000,869900,2016,929200
48547516,3,4,50,754075,2828,16988,754075,720000,1966,771300
53956373,1,3,36,705000,2404,5662,705000,645000,1952,713900
53962027,3,4,51,720000,2697,7840,720000,699000,1994,733400
48547108,4,4,51,940000,4105,17424,940000,945000,1978,962000
53866764,6,7,36,1310000,6820,11761,1310000,1299000,2005,1326500
53972959,4,9,51,989900,6304,26136,989900,989900,1956,1008300
53962025,3,4,52,800000,3060,6969,800000,800000,1995,815200
53970662,2,3,52,738000,2742,4791,738000,700000,1931,752100
53818399,3,5,36,784500,3646,4791,784500,799500,1926,794400
53864060,2,4,56,880000,3338,14810,880000,739000,1942,896600
53904355,3,4,56,1050000,1985,6534,1050000,1050000,1957,1069800
53075774,4,3,56,996000,3215,9147,996000,899000,2004,1022000
53989575,5,4,56,1400000,5000,14810,1400000,1395000,1982,1426400
53956472,3,4,56,925000,3004,6534,925000,925000,1938,942500
53866814,5,5,36,1379000,6042,10890,1379000,1395000,2004,1396400
300071174,3,4,36,785000,2854,4356,785000,700000,2017,794300
48543351,5,5,63,1040000,4170,27007,1040000,897500,1967,1071500
53965503,3,4,65,715000,2798,6969,715000,685000,1992,731200
53835739,3,3,74,2095000,4990,10890,2095000,2195000,1961,2150200
53983472,4,5,71,725000,2600,11761,725000,640000,1975,743200
53880540,1,2,84,751976,1208,9000,751976,,1949,774900
53914994,3,4,84,1650000,4132,20908,1650000,1540000,1989,1700400
53929178,4,4,88,700000,3041,13939,700000,699900,1993,722600
54000142,3,4,91,700000,2604,14810,700000,550000,1987,723500
53873324,4,4,94,2600000,4178,22651,2600000,1995000,1960,2690700
53846401,3,4,94,1166000,2528,4791,1166000,1050000,1996,1206700
53925128,3,5,100,770000,2688,6534,770000,769900,1996,798900
53846420,2,3,101,915000,2031,,915000,879900,1965,949700
53873228,3,4,106,950000,2651,10018,950000,4500,1952,988100
53998772,2,3,112,1082000,2383,14374,1082000,799900,1952,1128300
176431662,6,4,114,1100000,5101,12196,1100000,1145000,1941,1148000
53873266,3,4,115,1400000,4800,17859,1400000,1695000,1929,1461700
53983431,4,4,122,720000,2955,7840,720000,720100,2004,825100
248437955,3,4,128,740000,2242,6534,740000,750000,2020,776600
53998000,5,4,148,2140000,5360,44431,2140000,2165000,2020,2264000
53868665,4,3,147,782500,3322,9583,782500,770000,1982,827500
300096798,5,,168,2195000,4262,60112,2195000,,1971,2341800
176560518,4,5,92,785000,3446,10454,785000,784900,1985,811700
53851151,3,4,190,675000,2478,10454,675000,625000,1960,725900
53846500,3,3,213,845000,2701,8712,845000,850000,1955,916800
48550731,3,4,227,890000,3501,10890,890000,885000,1990,998800
54000426,3,3,228,775000,2677,37026,775000,775000,1938,845200
53906530,3,4,246,825000,2428,9583,825000,759000,1946,776900
48584183,3,4,242,741000,3735,19602,741000,698900,1955,837200
53998017,4,5,263,1665000,5278,43995,1665000,1750000,1940,1837000
53955804,3,5,266,695500,3302,7405,695500,680000,1970,768100
53896086,5,4,266,1149500,4282,23958,1149500,1149500,1953,1263400
53984798,3,2,266,780000,2044,4200,780000,280000,1970,598400
48547617,3,5,266,760000,3624,12196,760000,775000,1969,877900
53873686,3,4,268,715000,2301,14374,715000,725000,1976,790100
53851129,3,4,281,690000,2523,6098,690000,699000,1959,666100
71244538,4,5,287,778500,3748,12196,778500,800000,2007,863300
53984716,3,4,289,707500,3048,8276,707500,699999,1928,786700
53846526,3,5,301,656500,2300,4791,656500,650000,1986,731600
53960434,3,4,301,915000,3892,18730,915000,849900,1984,1019700
53997807,4,4,310,1805000,5434,59241,1805000,1775000,1941,2017800
54000497,4,4,309,719000,3310,15681,719000,719000,1967,803500
53884999,4,4,190,659900,3706,14810,659900,669900,1976,709700
53896096,3,4,322,656800,2948,7405,656800,699000,1968,737500
53923520,2,3,322,660000,2417,10018,660000,617000,1949,741100
53997786,3,5,343,939000,4747,45738,939000,,1938,1060500
53976004,3,3,339,660000,2884,7405,660000,600000,1954,749700
300094755,2.5,,22,1900000,3027,30600,1900000,877600,1938,1625700
53820270,3,4,353,810000,2860,14374,810000,785000,1999,914700
53873804,5,4,353,1185000,3443,5227,1185000,1199000,1915,1338100
48550755,3,4,350,925000,3630,12196,925000,925000,1990,1085400
53973004,3,5,352,699000,2558,9147,699000,699000,1974,789100
48525723,3,4,350,657500,2912,8712,657500,669000,1960,771500
53830300,3,3,350,715000,2361,12196,715000,660000,1976,806700
53998155,4,5,347,1050000,4191,23522,1050000,1125000,1941,1187200
53875266,5,5,347,1100000,4900,15245,1100000,1149000,1990,1243700
72258680,6,5,346,785000,3728,9147,785000,780000,2007,887300
53998200,3,5,13,1100000,4649,32670,1100000,999000,1956,1027000
53818605,3,4,345,667500,3488,10018,667500,685000,1988,906200
53985799,3,4,326,698000,2211,6098,698000,698000,1979,784600
53907452,3,4,345,690000,2470,12632,690000,665000,1996,779700
48555016,4,3,337,750000,3950,12196,750000,769000,1993,978200
53850153,2,4,336,680000,2983,44430,680000,725000,1952,766500
53997779,3,3,340,675000,3295,43560,675000,750000,1897,761700
300093953,2,,336,1075000,2643,5500,1075000,,1960,1207800
53998256,4,4,336,1405000,3989,10890,1405000,1295000,1958,1203600
48550752,4,4,332,900000,3898,12632,900000,899000,1990,1050100
53846367,3,3,331,730000,2888,13939,730000,765000,1937,821700
53981541,3,3,329,675000,2473,11761,675000,675000,2002,759400
53968547,5,5,330,1500000,6747,21780,1500000,1749000,1951,1688100
53976160,3,5,340,720000,2872,10890,720000,719900,1956,812500
53904234,3,4,329,1072500,3639,8276,1072500,1100000,1998,1206600
63298889,4,5,329,1115000,3700,24393,1115000,1145000,1968,1088700
